ID,Date,LEAVE,LVETIME,ARRIVE,ARRTIME,EQUIP,FAACARR,SEATS
0,2008-01-31,JFK,900,LAX,1220,B762,AAL,158
1,2008-01-02,JFK,900,LAX,1225,B762,AAL,158
2,2008-01-03,JFK,900,LAX,1225,B762,AAL,158
3,2008-01-04,JFK,900,LAX,1225,B762,AAL,158
4,2008-01-01,JFK,900,LAX,1225,B762,AAL,158
5,2008-01-05,JFK,900,LAX,1225,B762,AAL,158
6,2008-01-06,JFK,900,LAX,1225,B762,AAL,158
7,2008-01-07,JFK,900,LAX,1225,B762,AAL,158
8,2008-01-08,JFK,900,LAX,1225,B762,AAL,158
9,2008-01-09,JFK,900,LAX,1225,B762,AAL,158
10,2008-01-10,JFK,900,LAX,1225,B762,AAL,158
11,2008-01-11,JFK,900,LAX,1225,B762,AAL,158
12,2008-01-12,JFK,900,LAX,1225,B762,AAL,158
13,2008-01-13,JFK,900,LAX,1225,B762,AAL,158
14,2008-01-14,JFK,900,LAX,1225,B762,AAL,158
15,2008-01-15,JFK,900,LAX,1225,B762,AAL,158
16,2008-01-16,JFK,900,LAX,1225,B762,AAL,158
17,2008-01-17,JFK,900,LAX,1225,B762,AAL,158
18,2008-01-18,JFK,900,LAX,1225,B762,AAL,158
19,2008-01-19,JFK,900,LAX,1225,B762,AAL,158
20,2008-01-20,JFK,900,LAX,1225,B762,AAL,158
21,2008-01-21,JFK,900,LAX,1225,B762,AAL,158
22,2008-01-22,JFK,900,LAX,1225,B762,AAL,158
23,2008-01-23,JFK,900,LAX,1225,B762,AAL,158
24,2008-01-24,JFK,900,LAX,1225,B762,AAL,158
25,2008-01-25,JFK,900,LAX,1225,B762,AAL,158
26,2008-01-26,JFK,900,LAX,1225,B762,AAL,158
27,2008-01-27,JFK,900,LAX,1225,B762,AAL,158
28,2008-01-28,JFK,900,LAX,1225,B762,AAL,158
29,2008-01-29,JFK,900,LAX,1225,B762,AAL,158
30,2008-01-30,JFK,900,LAX,1225,B762,AAL,158
31,2008-01-01,LAX,930,JFK,1750,B762,AAL,158
32,2008-01-02,LAX,930,JFK,1750,B762,AAL,158
33,2008-01-03,LAX,930,JFK,1750,B762,AAL,158
34,2008-01-04,LAX,930,JFK,1750,B762,AAL,158
35,2008-01-05,LAX,930,JFK,1750,B762,AAL,158
36,2008-01-06,LAX,930,JFK,1750,B762,AAL,158
37,2008-01-07,LAX,930,JFK,1750,B762,AAL,158
38,2008-01-08,LAX,930,JFK,1750,B762,AAL,158
39,2008-01-09,LAX,930,JFK,1750,B762,AAL,158
40,2008-01-10,LAX,930,JFK,1750,B762,AAL,158
