ID,Date,LEAVE,LVETIME,ARRIVE,ARRTIME,EQUIP,FAACARR,SEATS
0,2007-02-01,JFK,900,LAX,1220,B762,AAL,158
1,2007-02-02,JFK,900,LAX,1220,B762,AAL,158
2,2007-02-03,JFK,900,LAX,1220,B762,AAL,158
3,2007-02-04,JFK,900,LAX,1220,B762,AAL,158
4,2007-02-05,JFK,900,LAX,1220,B762,AAL,158
5,2007-02-06,JFK,900,LAX,1220,B762,AAL,158
6,2007-02-07,JFK,900,LAX,1220,B762,AAL,158
7,2007-02-08,JFK,900,LAX,1220,B762,AAL,158
8,2007-02-09,JFK,900,LAX,1220,B762,AAL,158
9,2007-02-10,JFK,900,LAX,1220,B762,AAL,158
10,2007-02-11,JFK,900,LAX,1220,B762,AAL,158
11,2007-02-12,JFK,900,LAX,1220,B762,AAL,158
12,2007-02-13,JFK,900,LAX,1220,B762,AAL,158
13,2007-02-14,JFK,900,LAX,1220,B762,AAL,158
14,2007-02-15,JFK,900,LAX,1220,B762,AAL,158
15,2007-02-16,JFK,900,LAX,1220,B762,AAL,158
16,2007-02-17,JFK,900,LAX,1220,B762,AAL,158
17,2007-02-18,JFK,900,LAX,1220,B762,AAL,158
18,2007-02-19,JFK,900,LAX,1220,B762,AAL,158
19,2007-02-20,JFK,900,LAX,1220,B762,AAL,158
20,2007-02-21,JFK,900,LAX,1220,B762,AAL,158
21,2007-02-22,JFK,900,LAX,1220,B762,AAL,158
22,2007-02-23,JFK,900,LAX,1220,B762,AAL,158
23,2007-02-24,JFK,900,LAX,1220,B762,AAL,158
24,2007-02-25,JFK,900,LAX,1220,B762,AAL,158
25,2007-02-26,JFK,900,LAX,1220,B762,AAL,158
26,2007-02-27,JFK,900,LAX,1220,B762,AAL,158
27,2007-02-28,JFK,900,LAX,1220,B762,AAL,158
28,2007-02-01,LAX,930,JFK,1740,B762,AAL,158
29,2007-02-02,LAX,930,JFK,1740,B762,AAL,158
30,2007-02-03,LAX,930,JFK,1740,B762,AAL,158
31,2007-02-04,LAX,930,JFK,1740,B762,AAL,158
32,2007-02-05,LAX,930,JFK,1740,B762,AAL,158
33,2007-02-06,LAX,930,JFK,1740,B762,AAL,158
34,2007-02-07,LAX,930,JFK,1740,B762,AAL,158
35,2007-02-08,LAX,930,JFK,1740,B762,AAL,158
36,2007-02-09,LAX,930,JFK,1740,B762,AAL,158
37,2007-02-10,LAX,930,JFK,1740,B762,AAL,158
38,2007-02-11,LAX,930,JFK,1740,B762,AAL,158
39,2007-02-12,LAX,930,JFK,1740,B762,AAL,158
40,2007-02-13,LAX,930,JFK,1740,B762,AAL,158
41,2007-02-14,LAX,930,JFK,1740,B762,AAL,158
42,2007-02-15,LAX,930,JFK,1740,B762,AAL,158
43,2007-02-16,LAX,930,JFK,1740,B762,AAL,158
44,2007-02-17,LAX,930,JFK,1740,B762,AAL,158
45,2007-02-18,LAX,930,JFK,1740,B762,AAL,158
46,2007-02-19,LAX,930,JFK,1740,B762,AAL,158
47,2007-02-20,LAX,930,JFK,1740,B762,AAL,158
48,2007-02-21,LAX,930,JFK,1740,B762,AAL,158
49,2007-02-22,LAX,930,JFK,1740,B762,AAL,158
50,2007-02-23,LAX,930,JFK,1740,B762,AAL,158
51,2007-02-24,LAX,930,JFK,1740,B762,AAL,158
52,2007-02-25,LAX,930,JFK,1740,B762,AAL,158
53,2007-02-26,LAX,930,JFK,1740,B762,AAL,158
